grapheme,ground_truth_phoneme,predicted_phoneme,model_id
abb,ˈæb,/æb/,google/gemma-2-9b-it
abbot,ˈæbət,/ˈæbət/,google/gemma-2-9b-it
abdicated,ˈæbdəkˌeɪtəd,/əbˈdɪkeɪtɪd/,google/gemma-2-9b-it
abednego,ˌæbɪdˈɛngˌoʊ,/əˈbɛdɪɡnoʊ/,google/gemma-2-9b-it
abelard,ˈæbɪlɚd,/ˈeɪbəlɑrd/,google/gemma-2-9b-it
abetment,ˈeɪbəmtˌɛnt,/əˈbɛtmənt/,google/gemma-2-9b-it
abington,ˈæbɪŋtən,/ˈæbɪŋtən/,google/gemma-2-9b-it
ableism,ˈeɪbəlˌɪzəm,/ˈeɪblɪzəm/,google/gemma-2-9b-it
abood,əbˈuːd,/əˈbuːd/,google/gemma-2-9b-it
absently,ˈæbstəntli,/ˈæbsəntli/,google/gemma-2-9b-it
abusively,əbˈʌsəvli,/əˈbjuːsɪvli/,google/gemma-2-9b-it
accelerant,æksˈɛlɚənt,/əkˈsɛlərənt/,google/gemma-2-9b-it
accuser,əkjˈuːzɚ,/əˈkjuːzər/,google/gemma-2-9b-it
achievable,ətʃˈiːvəbəl,/ɪˈtʃiːvəbl/,google/gemma-2-9b-it
acle,ˈækəl,"/ˈækəl/ 



Let me know if you'd like to try another one!",google/gemma-2-9b-it
acrylamide,ˈækɹəlˌaɪmd,/ˈækrɪlˌaɪd/,google/gemma-2-9b-it
adaptability,ədˌæptəbˈɪləti,/ˌæd.əpˈtə.bɪl.ə.ti/,google/gemma-2-9b-it
adjoin,ədʒˈɔɪn,/ədˈdʒɔɪn/,google/gemma-2-9b-it
adjoined,ədʒˈɔɪnd,/ədˈdʒɔɪnd/,google/gemma-2-9b-it
adjoining,ədʒˈɔɪnɪŋ,/ədˈdʒɔɪnɪŋ/,google/gemma-2-9b-it
adjoins,ədʒˈɔɪnz,/ədˈdʒɔɪnz/,google/gemma-2-9b-it
adjudicator,ədʒˈuːdəkˌeɪtɚ,/ædˈdʒuːdɪkeɪtər/,google/gemma-2-9b-it
admiring,ædmˈaɪɹɪŋ,/ədˈmaɪrɪŋ/,google/gemma-2-9b-it
adoration,ˌædɚˈeɪʃən,/əˌdɔːrˈeɪʃən/,google/gemma-2-9b-it
adr,ˈɑːdɚ,/ædər/,google/gemma-2-9b-it
adroit,ədɹˈɔɪt,/ədˈrɔɪt/,google/gemma-2-9b-it
adulation,ˌædʒəlˈeɪʃən,/ˌædjuːˈleɪʃən/,google/gemma-2-9b-it
adversary,ˈædvɚsˌɛɹi,/ədˈvɜːrsəri/,google/gemma-2-9b-it
aerosol,ˈɛɹəsˌɑl,/ˈɛroʊˌsoʊl/,google/gemma-2-9b-it
affidavit,ˌæfədˈeɪvət,/əˈfɪdɪvɪt/,google/gemma-2-9b-it
affliction,əflˈɪkʃən,/əˈflɪkʃən/,google/gemma-2-9b-it
aforesaid,əfˈɔːɹsˌɛd,/əˈfɔːrˌseɪd/,google/gemma-2-9b-it
aft,ˈæft,/ɑft/,google/gemma-2-9b-it
