grapheme,ground_truth_phoneme,predicted_phoneme,model_id
absolute,ˈæbsəlˌut,/ˈæbsəluːt/,google/gemma-2-9b-it
academic,ˌækədˈɛmɪk,/ˌækəˈdɛmɪk/,google/gemma-2-9b-it
acceptance,æksˈɛptəns,/ˌækˈsɛptəns/,google/gemma-2-9b-it
accommodation,əkˌɑmədˈeɪʃən,/ˌæk.ə.məˈdeɪ.ʃən/,google/gemma-2-9b-it
accordance,əkˈɔːɹdəns,/əˈkɔɹdən(t)s/,google/gemma-2-9b-it
acronyms,ˈækɹənɪmz,/ˈækɹənɪmz/,google/gemma-2-9b-it
activist,ˈæktəvəst,/ˈæktɪvɪst/,google/gemma-2-9b-it
adaptive,ədˈæptɪv,/ədˈæptɪv/,google/gemma-2-9b-it
adhere,ədhˈɪɹ,/ədˈhɪr/,google/gemma-2-9b-it
admire,ædmˈaɪɹ,/ədˈmaɪr/,google/gemma-2-9b-it
admired,ədmˈaɪɚd,/ədˈmaɪɹd/,google/gemma-2-9b-it
advisory,ædvˈaɪzɚi,/ədˈvaɪzəri/,google/gemma-2-9b-it
afraid,əfɹˈeɪd,/əˈfrɛd/,google/gemma-2-9b-it
afro,ˈæfɹoʊ,/ˈæfroʊ/,google/gemma-2-9b-it
agnes,ˈægnɪs,/ˈædʒnɪz/,google/gemma-2-9b-it
agreement,əgɹˈiːmənt,/əˈɡɹiːmɛnt/,google/gemma-2-9b-it
alert,əlˈɚt,/əˈlɝt/,google/gemma-2-9b-it
allergic,əlˈɚdʒɪk,/əˈlɜr.dʒɪk/,google/gemma-2-9b-it
alphabet,ˈælfəbˌɛt,/ˈælˈfəbɛt/,google/gemma-2-9b-it
alps,ˈælps,/ˈɑːlpz/,google/gemma-2-9b-it
ama,ˈɑːmə,/əˈmɑː/,google/gemma-2-9b-it
amp,ˈæmp,/æmp/,google/gemma-2-9b-it
amps,ˈæmps,/æmps/,google/gemma-2-9b-it
analytical,ˌænəlˈɪtɪkəl,/ˌænəˈlɪtɪkəl/,google/gemma-2-9b-it
anchorage,ˈæŋkɚədʒ,/ˈæŋkərɪdʒ/,google/gemma-2-9b-it
answer,ˈænsɚ,/ˈænsər/,google/gemma-2-9b-it
answers,ˈænsɚz,/ˈænsərz/,google/gemma-2-9b-it
anthem,ˈænθəm,/ˈænθəm/,google/gemma-2-9b-it
anthropology,ˌænθɹəpˈɑːlədʒi,/ˌænθɹoˈpɑlədʒi/,google/gemma-2-9b-it
apologize,əpˈɑːlədʒˌaɪz,/əpəˈlo dʒaɪz/,google/gemma-2-9b-it
apparently,əpˈɛɹəntli,/əpˈɛɹəntli/,google/gemma-2-9b-it
approximately,əpɹˈɑːksəmətli,/əˌprɑːkˈsɪmətli/,google/gemma-2-9b-it
