grapheme,ground_truth_phoneme,predicted_phoneme,model_id
absolute,ˈæbsəlˌut,,google/gemma-2-9b-it
academic,ˌækədˈɛmɪk,,google/gemma-2-9b-it
acceptance,æksˈɛptəns,,google/gemma-2-9b-it
accommodation,əkˌɑmədˈeɪʃən,,google/gemma-2-9b-it
accordance,əkˈɔːɹdəns,,google/gemma-2-9b-it
acronyms,ˈækɹənɪmz,,google/gemma-2-9b-it
activist,ˈæktəvəst,,google/gemma-2-9b-it
adaptive,ədˈæptɪv,,google/gemma-2-9b-it
adhere,ədhˈɪɹ,,google/gemma-2-9b-it
admire,ædmˈaɪɹ,,google/gemma-2-9b-it
admired,ədmˈaɪɚd,,google/gemma-2-9b-it
advisory,ædvˈaɪzɚi,,google/gemma-2-9b-it
afraid,əfɹˈeɪd,,google/gemma-2-9b-it
afro,ˈæfɹoʊ,,google/gemma-2-9b-it
agnes,ˈægnɪs,,google/gemma-2-9b-it
agreement,əgɹˈiːmənt,,google/gemma-2-9b-it
alert,əlˈɚt,,google/gemma-2-9b-it
allergic,əlˈɚdʒɪk,,google/gemma-2-9b-it
alphabet,ˈælfəbˌɛt,,google/gemma-2-9b-it
alps,ˈælps,,google/gemma-2-9b-it
ama,ˈɑːmə,,google/gemma-2-9b-it
amp,ˈæmp,,google/gemma-2-9b-it
amps,ˈæmps,,google/gemma-2-9b-it
analytical,ˌænəlˈɪtɪkəl,,google/gemma-2-9b-it
anchorage,ˈæŋkɚədʒ,,google/gemma-2-9b-it
answer,ˈænsɚ,,google/gemma-2-9b-it
answers,ˈænsɚz,,google/gemma-2-9b-it
anthem,ˈænθəm,,google/gemma-2-9b-it
anthropology,ˌænθɹəpˈɑːlədʒi,,google/gemma-2-9b-it
apologize,əpˈɑːlədʒˌaɪz,,google/gemma-2-9b-it
apparently,əpˈɛɹəntli,,google/gemma-2-9b-it
approximately,əpɹˈɑːksəmətli,,google/gemma-2-9b-it
aruba,ɚˈuːbə,,google/gemma-2-9b-it
ascent,əsˈɛnt,,google/gemma-2-9b-it
ask,ˈæsk,,google/gemma-2-9b-it
asks,ˈæsks,,google/gemma-2-9b-it
aspire,əspˈaɪɹ,,google/gemma-2-9b-it
assembly,əsˈɛmbli,,google/gemma-2-9b-it
attentive,ətˈɛntɪv,,google/gemma-2-9b-it
attitude,ˈætətˌud,,google/gemma-2-9b-it
attract,ətɹˈækt,,google/gemma-2-9b-it
attracted,ətɹˈæktəd,,google/gemma-2-9b-it
auction,ˈɑːkʃən,,google/gemma-2-9b-it
automobile,ˈɔːtəmoʊbˌil,,google/gemma-2-9b-it
awake,əwˈeɪk,,google/gemma-2-9b-it
azerbaijani,ˌɑzɚbaɪdʒˈɑːni,,google/gemma-2-9b-it
bahamas,bəhˈɑːməz,,google/gemma-2-9b-it
barber,bˈɑːɹbɚ,,google/gemma-2-9b-it
basement,bˈeɪsmənt,,google/gemma-2-9b-it
basketball,bˈæskətbˌɔl,,google/gemma-2-9b-it
bathtub,bˈæθtəb,,google/gemma-2-9b-it
baxter,bˈækstɚ,,google/gemma-2-9b-it
beautifully,bjˈuːtəfli,,google/gemma-2-9b-it
beauty,bjˈuːti,,google/gemma-2-9b-it
beaver,bˈiːvɚ,,google/gemma-2-9b-it
behalf,bɪhˈæf,,google/gemma-2-9b-it
beings,bˈiːɪŋz,,google/gemma-2-9b-it
belong,bɪlˈɔːŋ,,google/gemma-2-9b-it
belonged,bɪlˈɔːŋd,,google/gemma-2-9b-it
belonging,bɪlˈɔːŋɪŋ,,google/gemma-2-9b-it
belongs,bɪlˈɔːŋz,,google/gemma-2-9b-it
bend,bˈɛnd,,google/gemma-2-9b-it
bending,bˈɛndɪŋ,,google/gemma-2-9b-it
beneficial,bˌɛnəfˈɪʃəl,,google/gemma-2-9b-it
bent,bˈɛnt,,google/gemma-2-9b-it
bethany,bˈɛθəni,,google/gemma-2-9b-it
bid,bˈɪd,,google/gemma-2-9b-it
bidding,bˈɪdɪŋ,,google/gemma-2-9b-it
bids,bˈɪdz,,google/gemma-2-9b-it
biker,bˈaɪkɚ,,google/gemma-2-9b-it
bingo,bˈɪŋgoʊ,,google/gemma-2-9b-it
bird,bˈɚd,,google/gemma-2-9b-it
birds,bˈɚdz,,google/gemma-2-9b-it
blair,blˈɛɹ,,google/gemma-2-9b-it
blazer,blˈeɪzɚ,,google/gemma-2-9b-it
blew,blˈuː,,google/gemma-2-9b-it
bling,blˈaɪn,,google/gemma-2-9b-it
bliss,blˈɪs,,google/gemma-2-9b-it
blitz,blˈɪts,,google/gemma-2-9b-it
blow,blˈoʊ,,google/gemma-2-9b-it
blown,blˈoʊn,,google/gemma-2-9b-it
blows,blˈoʊz,,google/gemma-2-9b-it
bondage,bˈɑːndɪdʒ,,google/gemma-2-9b-it
bonus,bˈoʊnəs,,google/gemma-2-9b-it
boone,bˈuːn,,google/gemma-2-9b-it
boot,bˈuːt,,google/gemma-2-9b-it
boots,bˈuːts,,google/gemma-2-9b-it
bordeaux,bɔɹdˈoʊ,,google/gemma-2-9b-it
border,bˈɔːɹdɚ,,google/gemma-2-9b-it
borders,bˈɔːɹdɚz,,google/gemma-2-9b-it
born,bˈɔːɹn,,google/gemma-2-9b-it
bottom,bˈɑːtəm,,google/gemma-2-9b-it
bottoms,bˈɑːtəmz,,google/gemma-2-9b-it
box,bˈɑːks,,google/gemma-2-9b-it
boxes,bˈɑːksəz,,google/gemma-2-9b-it
boxing,bˈɑːksɪŋ,,google/gemma-2-9b-it
brass,bɹˈæs,,google/gemma-2-9b-it
breeze,bɹˈiːz,,google/gemma-2-9b-it
brett,bɹˈɛt,,google/gemma-2-9b-it
brewing,bɹˈuːɪŋ,,google/gemma-2-9b-it
bridal,bɹˈaɪdəl,,google/gemma-2-9b-it
brigade,bɹəgˈeɪd,,google/gemma-2-9b-it
brit,bɹˈɪt,,google/gemma-2-9b-it
broker,bɹˈoʊkɚ,,google/gemma-2-9b-it
brotherhood,bɹˈʌðɚhˌʊd,,google/gemma-2-9b-it
brutal,bɹˈuːtəl,,google/gemma-2-9b-it
bulk,bˈʌlk,,google/gemma-2-9b-it
bunny,bˈʌni,,google/gemma-2-9b-it
burst,bˈɚst,,google/gemma-2-9b-it
bursting,bˈɚstɪŋ,,google/gemma-2-9b-it
burundi,bɚˈʌndi,,google/gemma-2-9b-it
businesses,bˈɪznəsəz,,google/gemma-2-9b-it
but,bˈʌt,,google/gemma-2-9b-it
by,bˈaɪ,,google/gemma-2-9b-it
bye,bˈaɪ,,google/gemma-2-9b-it
bypass,bˈaɪpˌæs,,google/gemma-2-9b-it
cafe,kəfˈeɪ,,google/gemma-2-9b-it
calculator,kˈælkjəlˌeɪtɚ,,google/gemma-2-9b-it
calibration,kˌæləbɹˈeɪʃən,,google/gemma-2-9b-it
caller,kˈɔːlɚ,,google/gemma-2-9b-it
calorie,kˈælɚi,,google/gemma-2-9b-it
cambridge,kˈeɪmbɹɪdʒ,,google/gemma-2-9b-it
came,kˈeɪm,,google/gemma-2-9b-it
capital,kˈæpətəl,,google/gemma-2-9b-it
catalyst,kˈætələst,,google/gemma-2-9b-it
cautious,kˈɔːʃəs,,google/gemma-2-9b-it
cd,sˈiːdˈiː,,google/gemma-2-9b-it
cecilia,sɪsˈiːljə,,google/gemma-2-9b-it
centennial,sɛntˈɛniəl,,google/gemma-2-9b-it
centre,sˈɛntɚ,,google/gemma-2-9b-it
centres,sˈɛntɚz,,google/gemma-2-9b-it
certainty,sˈɚtənti,,google/gemma-2-9b-it
chang,tʃˈæŋ,,google/gemma-2-9b-it
characteristic,kˌɛɹəktɚˈɪstɪk,,google/gemma-2-9b-it
chat,tʃˈæt,,google/gemma-2-9b-it
chats,tʃˈæts,,google/gemma-2-9b-it
chatting,tʃˈætɪŋ,,google/gemma-2-9b-it
cheat,tʃˈiːt,,google/gemma-2-9b-it
cheating,tʃˈiːtɪŋ,,google/gemma-2-9b-it
cheats,tʃˈiːts,,google/gemma-2-9b-it
chef,ʃˈɛf,,google/gemma-2-9b-it
chest,tʃˈɛst,,google/gemma-2-9b-it
chests,tʃˈɛsts,,google/gemma-2-9b-it
chevron,ʃˈɛvɹən,,google/gemma-2-9b-it
chic,ʃˈiːk,,google/gemma-2-9b-it
chicken,tʃˈɪkən,,google/gemma-2-9b-it
chickens,tʃˈɪkənz,,google/gemma-2-9b-it
chrome,kɹˈoʊm,,google/gemma-2-9b-it
clash,klˈæʃ,,google/gemma-2-9b-it
clearance,klˈɪɹəns,,google/gemma-2-9b-it
climax,klˈaɪmˌæks,,google/gemma-2-9b-it
clinton,klˈɪntən,,google/gemma-2-9b-it
cloves,klˈoʊvz,,google/gemma-2-9b-it
clutter,klˈʌtɚ,,google/gemma-2-9b-it
coalition,kˌoʊəlˈɪʃən,,google/gemma-2-9b-it
code,kˈoʊd,,google/gemma-2-9b-it
codes,kˈoʊdz,,google/gemma-2-9b-it
col,kˈoʊl,,google/gemma-2-9b-it
cole,kˈoʊl,,google/gemma-2-9b-it
colleague,kˈɑːlig,,google/gemma-2-9b-it
colleagues,kˈɑːligz,,google/gemma-2-9b-it
collected,kəlˈɛktəd,,google/gemma-2-9b-it
collecting,kəlˈɛktɪŋ,,google/gemma-2-9b-it
color,kˈʌlɚ,,google/gemma-2-9b-it
colored,kˈʌlɚd,,google/gemma-2-9b-it
colors,kˈʌlɚz,,google/gemma-2-9b-it
comeback,kˈʌmbˌæk,,google/gemma-2-9b-it
comet,kˈɑːmət,,google/gemma-2-9b-it
comfy,kˈʌmfi,,google/gemma-2-9b-it
commerce,kˈɑːmɚs,,google/gemma-2-9b-it
commonly,kˈɑːmənli,,google/gemma-2-9b-it
commute,kəmjˈuːt,,google/gemma-2-9b-it
comp,kˈɑːmp,,google/gemma-2-9b-it
compartment,kəmpˈɑːɹtmənt,,google/gemma-2-9b-it
