grapheme,ground_truth_phoneme,predicted_phoneme,model_id
abb,ˈæb,,google/gemma-2-9b-it
abbot,ˈæbət,,google/gemma-2-9b-it
abdicated,ˈæbdəkˌeɪtəd,,google/gemma-2-9b-it
abednego,ˌæbɪdˈɛngˌoʊ,,google/gemma-2-9b-it
abelard,ˈæbɪlɚd,,google/gemma-2-9b-it
abetment,ˈeɪbəmtˌɛnt,,google/gemma-2-9b-it
abington,ˈæbɪŋtən,,google/gemma-2-9b-it
ableism,ˈeɪbəlˌɪzəm,,google/gemma-2-9b-it
abood,əbˈuːd,,google/gemma-2-9b-it
absently,ˈæbstəntli,,google/gemma-2-9b-it
abusively,əbˈʌsəvli,,google/gemma-2-9b-it
accelerant,æksˈɛlɚənt,,google/gemma-2-9b-it
accuser,əkjˈuːzɚ,,google/gemma-2-9b-it
achievable,ətʃˈiːvəbəl,,google/gemma-2-9b-it
acle,ˈækəl,,google/gemma-2-9b-it
acrylamide,ˈækɹəlˌaɪmd,,google/gemma-2-9b-it
adaptability,ədˌæptəbˈɪləti,,google/gemma-2-9b-it
adjoin,ədʒˈɔɪn,,google/gemma-2-9b-it
adjoined,ədʒˈɔɪnd,,google/gemma-2-9b-it
adjoining,ədʒˈɔɪnɪŋ,,google/gemma-2-9b-it
adjoins,ədʒˈɔɪnz,,google/gemma-2-9b-it
adjudicator,ədʒˈuːdəkˌeɪtɚ,,google/gemma-2-9b-it
admiring,ædmˈaɪɹɪŋ,,google/gemma-2-9b-it
adoration,ˌædɚˈeɪʃən,,google/gemma-2-9b-it
adr,ˈɑːdɚ,,google/gemma-2-9b-it
adroit,ədɹˈɔɪt,,google/gemma-2-9b-it
adulation,ˌædʒəlˈeɪʃən,,google/gemma-2-9b-it
adversary,ˈædvɚsˌɛɹi,,google/gemma-2-9b-it
aerosol,ˈɛɹəsˌɑl,,google/gemma-2-9b-it
affidavit,ˌæfədˈeɪvət,,google/gemma-2-9b-it
affliction,əflˈɪkʃən,,google/gemma-2-9b-it
aforesaid,əfˈɔːɹsˌɛd,,google/gemma-2-9b-it
aft,ˈæft,,google/gemma-2-9b-it
aftereffect,ˈæftɚəfˌɛkt,,google/gemma-2-9b-it
afterthought,ˈæftɚθˌɑt,,google/gemma-2-9b-it
ahasuerus,əhˌæʃəwˈɛɹəs,,google/gemma-2-9b-it
aileron,ˈeɪlɚˌɑn,,google/gemma-2-9b-it
ainu,ˈeɪnu,,google/gemma-2-9b-it
akasa,əkˈɑːsə,,google/gemma-2-9b-it
akhi,ˈɑːki,,google/gemma-2-9b-it
alcaide,ˈælkˌeɪd,,google/gemma-2-9b-it
alcool,ˈælkˌul,,google/gemma-2-9b-it
alfalfa,ˌælfˈælfə,,google/gemma-2-9b-it
alibi,ˈæləbˌaɪ,,google/gemma-2-9b-it
alim,ˈælɪm,,google/gemma-2-9b-it
alkin,ˈælkɪn,,google/gemma-2-9b-it
alliyah,əlˈaɪə,,google/gemma-2-9b-it
allusion,əlˈuːʒən,,google/gemma-2-9b-it
alogliptin,ˌæləgˈɛtɪpən,,google/gemma-2-9b-it
alphabets,ˈælfəbˌɛts,,google/gemma-2-9b-it
altaic,æltˈeɪɪk,,google/gemma-2-9b-it
alternately,ˈɔːltɚnətli,,google/gemma-2-9b-it
amharic,ˈæmhɚɪk,,google/gemma-2-9b-it
amigos,əmˈiːgˌoʊz,,google/gemma-2-9b-it
amigurumi,ˌæmgɪɹˈuːmi,,google/gemma-2-9b-it
ammonia,əmˈoʊnjə,,google/gemma-2-9b-it
amped,ˈæmpt,,google/gemma-2-9b-it
amphibian,æmfˈɪbiən,,google/gemma-2-9b-it
amping,ˈæmpɪŋ,,google/gemma-2-9b-it
amulets,ˈæmjələts,,google/gemma-2-9b-it
amusingly,əmjˈuːzɪŋli,,google/gemma-2-9b-it
anabolic,ˌænəbˈɑːlɪk,,google/gemma-2-9b-it
