grapheme,ground_truth_phoneme,predicted_phoneme,model_id
absolute,ˈæbsəlˌut,"[INST] You are a leading expert in General American English (GAE) phonology. Your specialty is converting written words (graphemes) into their precise GAE pronunciation (phonemes). 

Let's analyze the word 'apparently' using standard GAE pronunciation. Show me its exact phonemic transcription, paying special attention to American rhotic sounds and stress patterns. [/INST] The General American English pronunciation of 'apparently' is /əpˈɛɹəntli/. In GAE, we have the unstressed initial /əp/, followed by the stressed syllable /ˈɛɹ/ with the characteristic American rhotic /ɹ/, then the reduced /ənt/, and finally /li/. [INST] For our next GAE analysis, let's examine the word 'calorie'. What is its precise General American English phonemic transcription? Remember to account for the distinctive r-colored vowel that characterizes GAE. [/INST] The General American English pronunciation of 'calorie' is /ˈkælɚi/. In GAE, we have the stressed syllable /ˈkæl/, followed by the characteristic r-colored schwa /ɚ/ (a distinctive feature of American English), and ending with /i/. [INST] Let's examine 'freshman' in General American English. What is its precise GAE phonemic transcription? Note particularly how the rhotic sound manifests in American pronunciation. [/INST] The General American English pronunciation of 'freshman' is /ˈfɹɛʃmən/. In GAE, we begin with the consonant cluster /fɹ/ featuring the American rhotic, followed by the stressed /ˈɛʃ/, and ending with the reduced syllable /mən/. [INST] Now, provide the precise General American English phonemic transcription for 'absolute'. Your task is to transcribe this word following standard GAE pronunciation patterns. Focus on accurate representation of American vowels, rhotics (/ɹ/), and stress patterns. For the word 'absolute', give me ONLY its complete GAE phonemic transcription. [/INST] The General American English pronunciation of 'absolute' is /əˈbɔlət/. In GAE, we have the unstressed syllable /əb/, followed by the stressed syllable /ˈɔl/, and ending with the reduced syllable /ət/. There is no rhotics sound in this word.",mistralai/Mistral-7B-Instruct-v0.2
academic,ˌækədˈɛmɪk,"[INST] You are a leading expert in General American English (GAE) phonology. Your specialty is converting written words (graphemes) into their precise GAE pronunciation (phonemes). 

Let's analyze the word 'apparently' using standard GAE pronunciation. Show me its exact phonemic transcription, paying special attention to American rhotic sounds and stress patterns. [/INST] The General American English pronunciation of 'apparently' is /əpˈɛɹəntli/. In GAE, we have the unstressed initial /əp/, followed by the stressed syllable /ˈɛɹ/ with the characteristic American rhotic /ɹ/, then the reduced /ənt/, and finally /li/. [INST] For our next GAE analysis, let's examine the word 'calorie'. What is its precise General American English phonemic transcription? Remember to account for the distinctive r-colored vowel that characterizes GAE. [/INST] The General American English pronunciation of 'calorie' is /ˈkælɚi/. In GAE, we have the stressed syllable /ˈkæl/, followed by the characteristic r-colored schwa /ɚ/ (a distinctive feature of American English), and ending with /i/. [INST] Let's examine 'freshman' in General American English. What is its precise GAE phonemic transcription? Note particularly how the rhotic sound manifests in American pronunciation. [/INST] The General American English pronunciation of 'freshman' is /ˈfɹɛʃmən/. In GAE, we begin with the consonant cluster /fɹ/ featuring the American rhotic, followed by the stressed /ˈɛʃ/, and ending with the reduced syllable /mən/. [INST] Now, provide the precise General American English phonemic transcription for 'academic'. Your task is to transcribe this word following standard GAE pronunciation patterns. Focus on accurate representation of American vowels, rhotics (/ɹ/), and stress patterns. For the word 'academic', give me ONLY its complete GAE phonemic transcription. [/INST] The General American English pronunciation of 'academic' is /əˈkædəmɪk/. In GAE, we have the unstressed syllable /ək/, followed by the stressed syllable /ˈædəm/, and ending with the suffix /ɪk/. The American rhotics are represented by the /r/ sounds in the middle and end of the word.",mistralai/Mistral-7B-Instruct-v0.2
acceptance,æksˈɛptəns,"[INST] You are a leading expert in General American English (GAE) phonology. Your specialty is converting written words (graphemes) into their precise GAE pronunciation (phonemes). 

Let's analyze the word 'apparently' using standard GAE pronunciation. Show me its exact phonemic transcription, paying special attention to American rhotic sounds and stress patterns. [/INST] The General American English pronunciation of 'apparently' is /əpˈɛɹəntli/. In GAE, we have the unstressed initial /əp/, followed by the stressed syllable /ˈɛɹ/ with the characteristic American rhotic /ɹ/, then the reduced /ənt/, and finally /li/. [INST] For our next GAE analysis, let's examine the word 'calorie'. What is its precise General American English phonemic transcription? Remember to account for the distinctive r-colored vowel that characterizes GAE. [/INST] The General American English pronunciation of 'calorie' is /ˈkælɚi/. In GAE, we have the stressed syllable /ˈkæl/, followed by the characteristic r-colored schwa /ɚ/ (a distinctive feature of American English), and ending with /i/. [INST] Let's examine 'freshman' in General American English. What is its precise GAE phonemic transcription? Note particularly how the rhotic sound manifests in American pronunciation. [/INST] The General American English pronunciation of 'freshman' is /ˈfɹɛʃmən/. In GAE, we begin with the consonant cluster /fɹ/ featuring the American rhotic, followed by the stressed /ˈɛʃ/, and ending with the reduced syllable /mən/. [INST] Now, provide the precise General American English phonemic transcription for 'acceptance'. Your task is to transcribe this word following standard GAE pronunciation patterns. Focus on accurate representation of American vowels, rhotics (/ɹ/), and stress patterns. For the word 'acceptance', give me ONLY its complete GAE phonemic transcription. [/INST] The General American English pronunciation of 'acceptance' is /əˈseptəns/. In GAE, we have the unstressed syllable /ə/, followed by the stressed syllable /ˈsept/, which includes the characteristic American schwa /ə/ and the r-colored vowel /t/, and finally the reduced syllable /ns/.",mistralai/Mistral-7B-Instruct-v0.2
accommodation,əkˌɑmədˈeɪʃən,"[INST] You are a leading expert in General American English (GAE) phonology. Your specialty is converting written words (graphemes) into their precise GAE pronunciation (phonemes). 

Let's analyze the word 'apparently' using standard GAE pronunciation. Show me its exact phonemic transcription, paying special attention to American rhotic sounds and stress patterns. [/INST] The General American English pronunciation of 'apparently' is /əpˈɛɹəntli/. In GAE, we have the unstressed initial /əp/, followed by the stressed syllable /ˈɛɹ/ with the characteristic American rhotic /ɹ/, then the reduced /ənt/, and finally /li/. [INST] For our next GAE analysis, let's examine the word 'calorie'. What is its precise General American English phonemic transcription? Remember to account for the distinctive r-colored vowel that characterizes GAE. [/INST] The General American English pronunciation of 'calorie' is /ˈkælɚi/. In GAE, we have the stressed syllable /ˈkæl/, followed by the characteristic r-colored schwa /ɚ/ (a distinctive feature of American English), and ending with /i/. [INST] Let's examine 'freshman' in General American English. What is its precise GAE phonemic transcription? Note particularly how the rhotic sound manifests in American pronunciation. [/INST] The General American English pronunciation of 'freshman' is /ˈfɹɛʃmən/. In GAE, we begin with the consonant cluster /fɹ/ featuring the American rhotic, followed by the stressed /ˈɛʃ/, and ending with the reduced syllable /mən/. [INST] Now, provide the precise General American English phonemic transcription for 'accommodation'. Your task is to transcribe this word following standard GAE pronunciation patterns. Focus on accurate representation of American vowels, rhotics (/ɹ/), and stress patterns. For the word 'accommodation', give me ONLY its complete GAE phonemic transcription. [/INST] The General American English pronunciation of 'accommodation' is /əˈkɒmədəʃən/. In GAE, we have the unstressed syllable /əˈkɒm/, followed by the stressed syllable /ədəʃ/, and ending with the final /ʃən/. The vowels in this word are /ɒ/ and /ə/. The American rhotics are represented by the /r/ sounds in the transcription.",mistralai/Mistral-7B-Instruct-v0.2
accordance,əkˈɔːɹdəns,"[INST] You are a leading expert in General American English (GAE) phonology. Your specialty is converting written words (graphemes) into their precise GAE pronunciation (phonemes). 

Let's analyze the word 'apparently' using standard GAE pronunciation. Show me its exact phonemic transcription, paying special attention to American rhotic sounds and stress patterns. [/INST] The General American English pronunciation of 'apparently' is /əpˈɛɹəntli/. In GAE, we have the unstressed initial /əp/, followed by the stressed syllable /ˈɛɹ/ with the characteristic American rhotic /ɹ/, then the reduced /ənt/, and finally /li/. [INST] For our next GAE analysis, let's examine the word 'calorie'. What is its precise General American English phonemic transcription? Remember to account for the distinctive r-colored vowel that characterizes GAE. [/INST] The General American English pronunciation of 'calorie' is /ˈkælɚi/. In GAE, we have the stressed syllable /ˈkæl/, followed by the characteristic r-colored schwa /ɚ/ (a distinctive feature of American English), and ending with /i/. [INST] Let's examine 'freshman' in General American English. What is its precise GAE phonemic transcription? Note particularly how the rhotic sound manifests in American pronunciation. [/INST] The General American English pronunciation of 'freshman' is /ˈfɹɛʃmən/. In GAE, we begin with the consonant cluster /fɹ/ featuring the American rhotic, followed by the stressed /ˈɛʃ/, and ending with the reduced syllable /mən/. [INST] Now, provide the precise General American English phonemic transcription for 'accordance'. Your task is to transcribe this word following standard GAE pronunciation patterns. Focus on accurate representation of American vowels, rhotics (/ɹ/), and stress patterns. For the word 'accordance', give me ONLY its complete GAE phonemic transcription. [/INST] The General American English pronunciation of 'accordance' is /əˈkɔːdəns/. In GAE, we have the unstressed syllable /ə/, followed by the stressed syllable /ˈkɔː/, which features the diphthong /ɔː/, and ending with the reduced syllable /dəns/. The rhotics in American English are represented by the letter 'r' in this word.",mistralai/Mistral-7B-Instruct-v0.2
acronyms,ˈækɹənɪmz,"[INST] You are a leading expert in General American English (GAE) phonology. Your specialty is converting written words (graphemes) into their precise GAE pronunciation (phonemes). 

Let's analyze the word 'apparently' using standard GAE pronunciation. Show me its exact phonemic transcription, paying special attention to American rhotic sounds and stress patterns. [/INST] The General American English pronunciation of 'apparently' is /əpˈɛɹəntli/. In GAE, we have the unstressed initial /əp/, followed by the stressed syllable /ˈɛɹ/ with the characteristic American rhotic /ɹ/, then the reduced /ənt/, and finally /li/. [INST] For our next GAE analysis, let's examine the word 'calorie'. What is its precise General American English phonemic transcription? Remember to account for the distinctive r-colored vowel that characterizes GAE. [/INST] The General American English pronunciation of 'calorie' is /ˈkælɚi/. In GAE, we have the stressed syllable /ˈkæl/, followed by the characteristic r-colored schwa /ɚ/ (a distinctive feature of American English), and ending with /i/. [INST] Let's examine 'freshman' in General American English. What is its precise GAE phonemic transcription? Note particularly how the rhotic sound manifests in American pronunciation. [/INST] The General American English pronunciation of 'freshman' is /ˈfɹɛʃmən/. In GAE, we begin with the consonant cluster /fɹ/ featuring the American rhotic, followed by the stressed /ˈɛʃ/, and ending with the reduced syllable /mən/. [INST] Now, provide the precise General American English phonemic transcription for 'acronyms'. Your task is to transcribe this word following standard GAE pronunciation patterns. Focus on accurate representation of American vowels, rhotics (/ɹ/), and stress patterns. For the word 'acronyms', give me ONLY its complete GAE phonemic transcription. [/INST] The General American English pronunciation of 'acronyms' is /əˈkrɒnɪzəmz/. In GAE, we have the unstressed syllable /əˈkrɒn/, followed by the stressed syllable /ɪzəm/, and ending with the final /z/ and the characteristic American schwa /əz/. The rhotics are represented as /r/ in this transcription, as it is not explicitly stated in the word.",mistralai/Mistral-7B-Instruct-v0.2
activist,ˈæktəvəst,"[INST] You are a leading expert in General American English (GAE) phonology. Your specialty is converting written words (graphemes) into their precise GAE pronunciation (phonemes). 

Let's analyze the word 'apparently' using standard GAE pronunciation. Show me its exact phonemic transcription, paying special attention to American rhotic sounds and stress patterns. [/INST] The General American English pronunciation of 'apparently' is /əpˈɛɹəntli/. In GAE, we have the unstressed initial /əp/, followed by the stressed syllable /ˈɛɹ/ with the characteristic American rhotic /ɹ/, then the reduced /ənt/, and finally /li/. [INST] For our next GAE analysis, let's examine the word 'calorie'. What is its precise General American English phonemic transcription? Remember to account for the distinctive r-colored vowel that characterizes GAE. [/INST] The General American English pronunciation of 'calorie' is /ˈkælɚi/. In GAE, we have the stressed syllable /ˈkæl/, followed by the characteristic r-colored schwa /ɚ/ (a distinctive feature of American English), and ending with /i/. [INST] Let's examine 'freshman' in General American English. What is its precise GAE phonemic transcription? Note particularly how the rhotic sound manifests in American pronunciation. [/INST] The General American English pronunciation of 'freshman' is /ˈfɹɛʃmən/. In GAE, we begin with the consonant cluster /fɹ/ featuring the American rhotic, followed by the stressed /ˈɛʃ/, and ending with the reduced syllable /mən/. [INST] Now, provide the precise General American English phonemic transcription for 'activist'. Your task is to transcribe this word following standard GAE pronunciation patterns. Focus on accurate representation of American vowels, rhotics (/ɹ/), and stress patterns. For the word 'activist', give me ONLY its complete GAE phonemic transcription. [/INST] The General American English pronunciation of 'activist' is /əˈtæktɪvɪst/. In GAE, we have the unstressed syllable /ət/, followed by the stressed syllable /ˈæktɪv/, and ending with the suffix /ɪst/. The vowel in the stressed syllable is the short 'a' sound, and the r-colored vowel is represented by the letter 'i' in the suffix.",mistralai/Mistral-7B-Instruct-v0.2
adaptive,ədˈæptɪv,"[INST] You are a leading expert in General American English (GAE) phonology. Your specialty is converting written words (graphemes) into their precise GAE pronunciation (phonemes). 

Let's analyze the word 'apparently' using standard GAE pronunciation. Show me its exact phonemic transcription, paying special attention to American rhotic sounds and stress patterns. [/INST] The General American English pronunciation of 'apparently' is /əpˈɛɹəntli/. In GAE, we have the unstressed initial /əp/, followed by the stressed syllable /ˈɛɹ/ with the characteristic American rhotic /ɹ/, then the reduced /ənt/, and finally /li/. [INST] For our next GAE analysis, let's examine the word 'calorie'. What is its precise General American English phonemic transcription? Remember to account for the distinctive r-colored vowel that characterizes GAE. [/INST] The General American English pronunciation of 'calorie' is /ˈkælɚi/. In GAE, we have the stressed syllable /ˈkæl/, followed by the characteristic r-colored schwa /ɚ/ (a distinctive feature of American English), and ending with /i/. [INST] Let's examine 'freshman' in General American English. What is its precise GAE phonemic transcription? Note particularly how the rhotic sound manifests in American pronunciation. [/INST] The General American English pronunciation of 'freshman' is /ˈfɹɛʃmən/. In GAE, we begin with the consonant cluster /fɹ/ featuring the American rhotic, followed by the stressed /ˈɛʃ/, and ending with the reduced syllable /mən/. [INST] Now, provide the precise General American English phonemic transcription for 'adaptive'. Your task is to transcribe this word following standard GAE pronunciation patterns. Focus on accurate representation of American vowels, rhotics (/ɹ/), and stress patterns. For the word 'adaptive', give me ONLY its complete GAE phonemic transcription. [/INST] The General American English pronunciation of 'adaptive' is /əˈdæptɪv/. In GAE, we have the unstressed syllable /ə/, followed by the stressed syllable /ˈdæpt/, and ending with the suffix /ɪv/. The American rhotics are represented by the /r/ sound in the middle of the word.",mistralai/Mistral-7B-Instruct-v0.2
adhere,ədhˈɪɹ,"[INST] You are a leading expert in General American English (GAE) phonology. Your specialty is converting written words (graphemes) into their precise GAE pronunciation (phonemes). 

Let's analyze the word 'apparently' using standard GAE pronunciation. Show me its exact phonemic transcription, paying special attention to American rhotic sounds and stress patterns. [/INST] The General American English pronunciation of 'apparently' is /əpˈɛɹəntli/. In GAE, we have the unstressed initial /əp/, followed by the stressed syllable /ˈɛɹ/ with the characteristic American rhotic /ɹ/, then the reduced /ənt/, and finally /li/. [INST] For our next GAE analysis, let's examine the word 'calorie'. What is its precise General American English phonemic transcription? Remember to account for the distinctive r-colored vowel that characterizes GAE. [/INST] The General American English pronunciation of 'calorie' is /ˈkælɚi/. In GAE, we have the stressed syllable /ˈkæl/, followed by the characteristic r-colored schwa /ɚ/ (a distinctive feature of American English), and ending with /i/. [INST] Let's examine 'freshman' in General American English. What is its precise GAE phonemic transcription? Note particularly how the rhotic sound manifests in American pronunciation. [/INST] The General American English pronunciation of 'freshman' is /ˈfɹɛʃmən/. In GAE, we begin with the consonant cluster /fɹ/ featuring the American rhotic, followed by the stressed /ˈɛʃ/, and ending with the reduced syllable /mən/. [INST] Now, provide the precise General American English phonemic transcription for 'adhere'. Your task is to transcribe this word following standard GAE pronunciation patterns. Focus on accurate representation of American vowels, rhotics (/ɹ/), and stress patterns. For the word 'adhere', give me ONLY its complete GAE phonemic transcription. [/INST] The General American English pronunciation of 'adhere' is /ədˈhɪər/. In GAE, we have the unstressed syllable /əd/, followed by the stressed syllable /ˈhɪə/, which features the schwa /ə/ and the short i sound /ɪ/. The r sound does not appear in this word.",mistralai/Mistral-7B-Instruct-v0.2
admire,ædmˈaɪɹ,"[INST] You are a leading expert in General American English (GAE) phonology. Your specialty is converting written words (graphemes) into their precise GAE pronunciation (phonemes). 

Let's analyze the word 'apparently' using standard GAE pronunciation. Show me its exact phonemic transcription, paying special attention to American rhotic sounds and stress patterns. [/INST] The General American English pronunciation of 'apparently' is /əpˈɛɹəntli/. In GAE, we have the unstressed initial /əp/, followed by the stressed syllable /ˈɛɹ/ with the characteristic American rhotic /ɹ/, then the reduced /ənt/, and finally /li/. [INST] For our next GAE analysis, let's examine the word 'calorie'. What is its precise General American English phonemic transcription? Remember to account for the distinctive r-colored vowel that characterizes GAE. [/INST] The General American English pronunciation of 'calorie' is /ˈkælɚi/. In GAE, we have the stressed syllable /ˈkæl/, followed by the characteristic r-colored schwa /ɚ/ (a distinctive feature of American English), and ending with /i/. [INST] Let's examine 'freshman' in General American English. What is its precise GAE phonemic transcription? Note particularly how the rhotic sound manifests in American pronunciation. [/INST] The General American English pronunciation of 'freshman' is /ˈfɹɛʃmən/. In GAE, we begin with the consonant cluster /fɹ/ featuring the American rhotic, followed by the stressed /ˈɛʃ/, and ending with the reduced syllable /mən/. [INST] Now, provide the precise General American English phonemic transcription for 'admire'. Your task is to transcribe this word following standard GAE pronunciation patterns. Focus on accurate representation of American vowels, rhotics (/ɹ/), and stress patterns. For the word 'admire', give me ONLY its complete GAE phonemic transcription. [/INST] The General American English pronunciation of 'admire' is /ədˈmʌɪr/. In GAE, we have the unstressed syllable /əd/, followed by the stressed syllable /ˈmʌɪ/, which features the short i sound /ɪ/ in an unstressed syllable, and the final /r/.",mistralai/Mistral-7B-Instruct-v0.2
